title,price,address,latitude,longitude,description,room_size,furnished,private_bathroom,individual_or_double,room_position,rooms_available,flat_size,number_of_bathrooms,elevator,pool,terrace,washer_machine,dryer_machine,air_conditioning,heating,internet,tv,storage,flat_condition,pets_allowed,couples_allowed,smoking_allowed,original_file,date
room by universitat,457.0,"c/ joaquín costa núm. 55,                                                                                                                             el raval,                                                                                                                             barcelona capital",41.3835326 ,2.1646681,.,medium,True,False,False,exterior,1,100.0,2,False,False,False,True,False,False,True,True,True,False,good,,,True,pisocompartido_20240505_raw.json,2024-05-05
habitación individual para estudiantes con su propio lavabo incorporado,380.0,"c/ viladomat  núm. 217,                                                                                                                             la nova esquerra de l'eixample,                                                                                                                             barcelona capital",41.3851247 ,2.1499068,"ermosa habitación individual consta de cama, estantería,escritorio,armario, y su lavavo y ducha incorporado su propio tendedero de ropa. cocina a compartir",medium,True,True,True,,4,105.0,2,True,False,False,True,False,True,True,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en ronda del general mitre 116,580.0,"rda general mitre núm. 116,                                                                                                                             sant gervasi-galvany,                                                                                                                             barcelona capital",41.401592 ,2.1369123,"alquilo habitación para chica con gastos incluidos, en el piso hay un gato. el ambiente es tranquilo. no se puede fumar en el piso. disponible a para entrar.",medium,True,False,False,exterior,2,70.0,1,False,False,False,False,False,False,False,False,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer d'olesa 36,700.0,"c/ olesa núm. 36,                                                                                                                             navas,                                                                                                                             barcelona capital",41.421127 ,2.1832564,"piso muy tranquilo en muy bien estado. de 2 a 3 personas. muy buena zona, al lado de servicios y metro l1, l5, l9, autobuses..., tren.",large,True,True,False,exterior,3,105.0,2,True,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en sagrada família,350.0,"c/ maria aurèlia capmany núm. 12,                                                                                                                              sagrada família,                                                                                                                             manresa",41.722084 ,1.8397228,"se alquila habitación individual en manresa en un piso de tres habitaciones en calle maría aurelia capmany, 15 de manresa (100m del hospital san joan de déu de manresa ).fantástica habitación con ventana hacia la calle maría aurelia capmany, totalmente equipada una cama individual de 90x190, armario grande, mesa de estudio, silla, flexo de luz, conexión a tv y puerta de la habitación con llave.precioso apartamento de 70m2 en una 2ª planta, todo exterior, luminoso, soleado y acogedor, totalmente equipado y con una excelente ubicación. calefacción individual de gas natural, internet (wifi), tv y tabla de planchar. cocina equipada con combi, lavavajillas, horno, lavadora y microondas. tiene 1 baño grande completo y una galería con tendedero de ropa interior y exterior. calles con fácil aparcamiento para los vehículos.perfil del inquilino/a: chico/a. estancia mínima de 3 meses. no se puede fumar. no se admiten mascotas. la propietaria no vive en el apartamento.nota: agua, internet y servicio de limpieza semanal incluidos. luz y gas incluido hasta 270kwh y 800 kwh por mes respectivamente.se requiere al potencial inquilino/a las tres últimas nóminas y el actual contrato de trabajo para poder ser evaluados por el seguro del apartamento. precio alquiler: 350 €/mes.",medium,False,False,True,exterior,1,70.0,1,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en barri antic,700.0,"barri antic,                                                                                                                             manresa",41.724363368 ,1.823298629,¡oportunidad disfruta de una casa de lujo con esta habitación de alquiler y uso de todas las zonas comunes!,medium,True,False,True,exterior,1,12.0,1,False,False,False,False,False,False,False,False,False,False,,,,False,pisocompartido_20240505_raw.json,2024-05-05
alquiler habitacion mercat sant antoni,300.0,"c/ manso núm. 43,                                                                                                                             la nova esquerra de l'eixample,                                                                                                                             barcelona capital",41.3773815 ,2.1613491000001,"habitacion grande con balcon preferiblemente mujer y no fumadora, llamar tardes daniela  93 325 05 72",medium,True,False,True,exterior,2,70.0,1,True,False,False,True,False,False,False,False,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
alquilo habitaciones,30.0,"c/ sicilia núm. 178,                                                                                                                             el fort pienc,                                                                                                                             barcelona capital",41.3961666 ,2.1809095,alquilo habitacion por dias para pasar la noche en barcelona los dias que se quiera hacer turismo esta a 30 euros la noche y si es por mes es otro precio estoy en calle sicilia 178 cemtro de catalunya.,large,True,True,False,,4,78.0,2,False,False,False,False,False,True,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en piso equipado en sagrada familia,650.0,"c/ rosellò núm. 400,                                                                                                                             la sagrada família,                                                                                                                             barcelona capital",41.4049809 ,2.1732132,"alquilo por el mes de septiembre y octubre (sólo por estos meses) una habitación mediana interior para una persona o  pareja (500 euros para una persona). está amoblada con cama doble, pequeño escritorio y  armario.  en  piso vivimos dos -pero yo no estaré estos meses por trabajo-. mi compañero de piso es un chico adulto muy respetuoso  que trabaja en el àrea de informática de lunes a viernes en horario de oficina. si alguien le interesa  contactarme sólo  a través de whatsapp o e-mail.",large,True,False,False,exterior,2,80.0,1,True,False,False,True,False,False,True,True,False,True,good,,,True,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en centre,390.0,"c/ rasa núm. 52,                                                                                                                              centre,                                                                                                                             terrassa",41.564392 ,2.0104566,"alquiler de habitaciones en el centro de terrassa, a partir de 390€ al mes!profesionales jóvenes y estudiantes de post-grado, entre 23 y 35 años. (no parejas. no se permiten animales).habitaciones espaciosas y amuebladas con cama, escritorio, armario y estantería en un piso en pleno centro de terrassa, junto a la zona más comercial, a entre 5 y 10 minutos de las universidades, 7 minutos andando de las estaciones de ferrocarriles y de renfe, a 10 minutos de la estación central de autobuses y a 5 minutos de los mejores gimnasios.pero… lo más importante y más que una habitación, es que tienes un amplio espacio común donde hacer amistades, comer con compañeros, disfrutar de charlas tomando una copa, veladas frescas en el patio, una barbacoa para desarrollar tus dotes en el arte de los asados, y una chimenea de leña para adormecerse cálidamente en invierno.que tu casa sea tu ambiente!si buscas algo más, además de una cama, envía un mail ao llama al 615920918.",medium,False,False,True,exterior,1,190.0,3,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en estruch-eixample,350.0,"c/ girona núm. 193,                                                                                                                              estruch-eixample,                                                                                                                             el prat de llobregat",41.32343 ,2.1004946,se alquila habitacion a persona con contrato de trabajo. se pide fianza.,medium,False,False,True,exterior,1,68.0,1,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en vallparadís,420.0,"c/ prat de la riba núm. 79,                                                                                                                             vallparadís,                                                                                                                             terrassa",41.566544 ,2.0216045,"habitación en renta preferible para estudiante de postgrado y profesional.*excelente ubicación en terrassa*habitación iluminacion natural, vistas a la calle, guardarropa, escritorio.espacios comunes y cocina amplios, terraza con vista al exterior con tendederos para la ropa. a 6 minutos de universidades (upc-escac), rodeados de supermercados, 4 minutos de mercadona y 5 minutos de estación vallparadis. el precio incluye gastos mensuales de wifi- agua - luz - gas. más info ?604 96 95 56? - 614 21 37 26 por whats app",medium,False,False,True,exterior,1,107.0,1,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en sant pere nord,360.0,"c/ tarragona núm. 1,                                                                                                                             sant pere nord,                                                                                                                             terrassa",41.57281 ,2.0212095,"alquilo habitación muy grande y soleada.internet, calefacción.al lado de todos los transportes públicos y comercios.preferible estudiantes o trabajadores.",medium,False,False,True,exterior,1,180.0,2,False,False,False,False,False,False,False,False,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en cementiri vell,350.0,"c/ marinelo bosch núm. 23,                                                                                                                             cementiri vell,                                                                                                                             terrassa",41.559654 ,2.0237157,,medium,False,False,True,exterior,1,125.0,1,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en les termes,350.0,"pseo almogàvers núm. 9,                                                                                                                              les termes,                                                                                                                             sabadell",41.529427 ,2.1179578,"habitación en sabadell sud, zona muy bien comunicada con transportes, supermercados, tiendas, es una  6ta planta con ascensor. habitación para una sola persona( solo chicas) que trabaje/ estudie & sea limpia & ordenada,  no se aceptan mascotas, parejas, ni niños, tampoco se puede fumar dentro del piso. 350€ suministros incluidos( agua, luz, gas..) disponible ya para entrar el 1 de mayo, necesario 1 mes de fianza.más info escribirme al ?622 91 74 30? (no llamadas)",medium,False,False,True,exterior,1,80.0,1,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en la torrassa,370.0,"c/ progrés núm. 128,                                                                                                                              la torrassa,                                                                                                                             l'hospitalet de llobregat",41.371223 ,2.1214075,"habitación de alquiler a sra. señorita que trabaje no fume, en collblanc (plaza española) l5 y l1 buses m12 y lh2 ambiente familiar.el precio varia si la persona trabaja de fija y solo viene fines de semana y festivo seria 300 euros todo incluido tiene todos los servicios agua, luz, gas internet llámenos",medium,False,False,True,exterior,1,47.0,1,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en santa eulàlia,420.0,"c/ narcís monturiol núm. 161,                                                                                                                              santa eulàlia,                                                                                                                             l'hospitalet de llobregat",41.361645 ,2.1196737,se alquila habitación zona tranquila buena combinación de transporte terraza y nevera propia en cuartito misma habitación un .mes de fianza,medium,False,False,True,exterior,1,91.0,1,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en passeig de la bonanova 109,650.0,"pseo bonanova núm. 109,                                                                                                                             les tres torres,                                                                                                                             barcelona capital",41.400963 ,2.1235096,barrio residencial. excelente habitación muy luminosa con baño propio (suite). zonas comunes y portero.,large,True,True,False,exterior,4,80.0,2,True,False,False,True,True,True,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de la muntanya 22,445.0,"pseo de la muntanya núm. 22,                                                                                                                                                                      sant just desvern, barcelona",41.3848939 ,2.0807907,"alquilo bonita habitación, en casa adosada en sant just desvern, todo exterior y con jardín . la habitación es exterior, con cama para una persona, armario , mesa, estantería . con terraza y jardin. en el precio está incluido el wifi, ... en una zona preciosa y muy buena zona. . 1ª planta. terraza. jardín. internet.... se puede aparcar en la calle. sant just es un precioso pueblo tranquilo. muy buen ambiente en la casa...",medium,True,False,True,exterior,4,200.0,2,False,False,False,True,False,False,False,True,True,True,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer d'olesa 40,650.0,"c/ olesa núm. 40,                                                                                                                             navas,                                                                                                                             barcelona capital",41.421215 ,2.183427,preciosa habitación suite con baño incluido y con ambiente tranquilo.finca de pocos vecinos. finca nueva.vecino por planta,medium,False,False,False,exterior,3,100.0,2,True,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en avinguda meridiana 294,650.0,"avda. meridiana núm. 294,                                                                                                                             la sagrera,                                                                                                                             barcelona capital",41.422226 ,2.187218,"habitacion con baño propio. ambiente tranquilo.finca obra nueva al lado de todos los servicios metro, renfe, autobuses",large,True,True,False,exterior,3,85.0,2,True,False,False,True,False,False,False,False,False,False,,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en passatge del patriarca 3,,"pge. patriarca núm. 3,                                                                                                                             el barri gòtic,                                                                                                                             barcelona capital",41.386005 ,2.1735008,"¡descubre nuestro exclusivo apartamento en el centro de barcelona! ubicado a solo unos pasos del portal del ángel y la plaza catalunya, este apartamento ofrece una experiencia única en el corazón de la ciudad. con un dormitorio doble con baño privado y dos habitaciones acogedoras con camas individuales cada una, nuestro alojamiento es ideal para grupos familiares o amigos que buscan comodidad y privacidad. el luminoso salón con comedor es perfecto para relajarse después de un día explorando la ciudad, mientras que el espacio con escritorio es ideal para aquellos que necesitan trabajar durante su estancia. la cocina totalmente equipada te permite preparar tus propias comidas con facilidad. además, como un extra especial, disfrutarás de acceso a la piscina y gimnasio de uso comunitario. ¡reserva ahora y experimenta barcelona desde la comodidad de nuestro apartamento de lujo!",large,True,True,False,exterior,3,120.0,2,True,True,False,True,False,True,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en avinguda meridiana 311,650.0,"avda. meridiana núm. 311,                                                                                                                             la sagrera,                                                                                                                             barcelona capital",41.425037 ,2.1858885,"preciosa habitación con baño incluido. excelente ubicación cerca de lineas de metro 1, 5, 9, 10. cerca estación de renfe y paradas de autobuses. el piso es muy tranquilo y al lado de todos los servicios.",large,True,True,False,exterior,3,105.0,2,True,False,False,True,False,False,False,False,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en plana del castell-montflorit,450.0,"c/ valldaura núm. 5,                                                                                                                              plana del castell-montflorit,                                                                                                                             cerdanyola del vallès",41.47712 ,2.1299953,"a quien le guste salir a correr, la vivienda es colindante al parque natural de collserolla, donde tienes lugar para salir a correr o ir en bicicleta.esta habitación se encuentra en una tranquila casa a las afueras del centro de cerdanyola. el centro está a tan solo 20 minutos a pie o 5 en bus urbano, en el que podrás encontrar todo tipo de comercios y supermercados. la parada del autobús urbano esta a1 mint de la viviendala uab está a 15 min en bicicleta o patinete y 5 en coche o moto.la casa consta de 3 habitaciones. las zonas comunes son baño, cocina y un amplio jardín conbbq.el acceso a la casa es independiente. todas las habitaciones constan de cama individual, armario ropero, escritorio, ventilador de techo, calefacción central para toda la casa, cerradura en la puerta y ventanas al exterior.",medium,False,False,True,exterior,1,90.0,1,False,False,False,False,False,False,False,False,False,False,new,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en marianao,750.0,"c/ lleida núm. 14,                                                                                                                              marianao,                                                                                                                             sant boi de llobregat",41.351627 ,2.0318453,"se alquila habitación suite con baño privado en piso compartido  y con piscina comunitaria en la mejor zona de sant boi de llobregat, a tan solo 8 minutos de los ferrocariles directos al centro de barcelona y junto a zona comercial, supermercados y restaurantes.",medium,False,False,True,exterior,1,120.0,2,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
alquiler de habitación,500.0,"c/ calle santa rosalia núm. 43,                                                                                                                                                                      teià, barcelona",41.4960144 ,2.3201677,"se alquila habitación, en piso compartido, solo dos personas en el mismo piso, preferentemente chica, no mascotas,no niños, no parejas que tenga trabajo fijo, y que le guste la paz y la tranquilidad",medium,True,True,True,exterior,2,85.0,2,False,False,False,True,False,True,True,True,True,False,good,,,True,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer d'aragó 485,640.0,"c/ arago núm. 485,                                                                                                                             el fort pienc,                                                                                                                             barcelona capital",41.4040655 ,2.1802775,"the apartment and the rooms are totally designed and furnished with style by our team of interior designers. we only accept mid-long term stays for students and young professionals for home use. under any circumstances we do not take tourist stays. the tenant must pay directly with the property manager at the latest within 48 hours immediately after the reservation is confirmed a deposit of € 1,000 that will be returned at the end of their contract, deducting €300 as a non-returnable service fee. the tenant must sign up the contract at the latest within 48 hours immediately after the deposit has been paid. maximum contract length is 6 months, extensible as many times as you wish. each extension admin fee is €60. you can get your “empadronamiento” at this property.",medium,True,False,False,,3,85.0,1,True,False,False,True,False,False,False,True,True,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer de villà 3,700.0,"c/ villà núm. 3,                                                                                                                              golf,                                                                                                                             sant cugat del vallès",41.4678974 ,2.0798913,"¡bienvenido a nuestro espacio de coliving de primera categoría en el centro de sant cugat!somos pioneros en el alquiler de espacios y habitaciones en sant cugat. ¿qué es el coliving? una tendencia de vivienda que combina lo mejor de la vida en comunidad con todas las comodidades del hogar. aquí encontrarás desde encantadoras habitaciones individuales hasta las muy espaciosas con terraza privada, espacios comunes como la cocina totalmente equipada, el baño, el aseo y el salón-comedor/espacio de trabajo luminoso y acogedor. todo esto, en un auténtico edificio del novecentismo en el corazón de sant cugat, con una ubicación privilegiada a menos de un minuto de la estación de los ffcc y junto al club de golf sc, en una zona peatonal y con todos los comercios a mano, en viviendas de más de 200m2 de techos altos y suelo hidráulico, con los servicios incluidos del internet wifi (alta velocidad), la limpieza semanal y el uso de una lavadora, hará de tu estancia una experiencia única.",large,True,False,False,exterior,5,200.0,2,False,False,False,True,False,False,False,True,False,True,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
"habitación amplia, luminosa y espaciosa para estudiante",430.0,"c/ castella núm. 31,                                                                                                                              serraparrera,                                                                                                                             cerdanyola del vallès",41.4952658 ,2.1267513,"perfecta habitación adaptada para estudiantes de 14 m2. espacioso, ambiente tranquilo y ventanas al exterior con buenas vistas que proporcionan muchísima luz y claridad. muy bien comunicada cerca de la uab y vías de transporte.",medium,True,False,True,exterior,5,164.0,1,False,False,False,True,False,False,True,True,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en gran de gracia 74,500.0,"c/ gran de gracia núm. 74,                                                                                                                             el camp d'en grassot-gràcia nova,                                                                                                                             barcelona capital",41.400051 ,2.1555764,"habitación en gran de gracia en piso reformado en 2021, y en una excelente ubicación, cerca de todos los servicios",medium,True,False,True,,6,180.0,2,False,False,False,True,True,False,True,True,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en calle balmes,475.0,"c/ balmes  núm. 326,                                                                                                                             la dreta de l'eixample,                                                                                                                             barcelona capital",41.4031405 ,2.1440462,"habitación en c/ balmes, muy bien ubicada de todos los servicios. piso muy grande con amplias zonas comunes.",small,True,False,True,,5,180.0,2,True,False,False,True,False,False,True,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer del comte d'urgell 3,520.0,"c/ comte urgell núm. 3,                                                                                                                             el raval,                                                                                                                             barcelona capital",41.3795776 ,2.1616904,"tienes entre 18 y 27 años? quieres vivir con estudiantes y trabajadores de tu edad? contactame por whatsapp y te podré contestar mas rápido : +34 625 278 991--------------------------------descripción piso :- referencia habitación : anto5- districto : eixample (sant antoni)- habitaciones en el piso : 8- baños en el piso : 2sobre la habitación :- interior habitación doble- habitación con cerradura- armario- escritorio- silla de escritorioequipamiento :- lavadora- horno- microondas- nevera- cocina eléctricatransporte :- metro más cerca : sant antoni (l2), urgell (l1)- estación fgc más cerca:no se acceptan :- fumadores- parejas- familia con niños- mascotas(je parle aussi français si tu le souhaites! i speak english as well if you wish!)",medium,True,False,False,,8,165.0,2,True,False,False,True,False,False,False,True,False,False,new,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en plaça del mirall de pedralbes 0,640.0,"c/ doctor ferran núm. 18,                                                                                                                             pedralbes,                                                                                                                             barcelona capital",41.39023 ,2.1244168,"piso ideal para parejas, dos amigos/as -  para estudiantes nacionales y internacionales, jovenes trabajadores, erasmus, becarios.--------------------------------contactame por whatsapp y te podré contestar mas rápido : +34+625+278+991--------------------------------******* referencia habitación : df1 ******* >> habitación disponible para entrar el 01-feb-2024.- habitaciones en el piso : 6- baños en el piso : 2- equipamiento : lavadora, horno, microondas, nevera, tv en zona commun- exterior habitación doble, armario, escritorio, silla de escritorio- districto : les corts (pedralbes).- metro más cerca : maria cristina (l3), zona universitaria (l3)- estación fgc más cerca: sants estació ()- calle : carrer del doctor ferran, 18- alquiler mensual ( 1 persona(s)) : 640€ + 50€- alquiler mensual ( 2 persona(s)) : 690€ + 100€(je parle aussi français si tu le souhaites! i speak english as well if you wish!)¡ no dudes en pedir más informaciones o mandarme un whatsapp! ¡",large,True,False,False,exterior,1,120.0,1,False,False,False,True,False,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en avinguda de sant ramon nonat 1,540.0,"avda. sant ramon nonat núm. 1,                                                                                                                             la maternitat-sant ramon,                                                                                                                             barcelona capital",41.376007 ,2.1170776,"piso para estudiantes nacionales y internacionales, jovenes trabajadores, erasmus, becarios.--------------------------------contactame por whatsapp y te podré contestar mas rápido : +34+625+278+991--------------------------------******* referencia habitación : val1 ******* >> habitación disponible para entrar el 01-feb-2024.- habitaciones en el piso : 5- baños en el piso : 2- equipamiento : lavadora, horno, microondas, nevera, cocina eléctrica- exterior habitación doble, habitación con cerradura, armario, escritorio, silla de escritorio- districto : collblanc (collblanc).- metro más cerca :- estación fgc más cerca:- calle : carrer de vallparda 1- alquiler mensual ( 1 persona(s)) : 540€ + 50€(je parle aussi français si tu le souhaites! i speak english as well if you wish!)¡ no dudes en pedir más informaciones o mandarme un whatsapp! ¡estaré encantada responderte! hasta pronto!",medium,True,False,False,exterior,5,70.0,2,False,False,False,True,False,False,False,True,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer de poblet 3,540.0,"c/ poblet núm. 3,                                                                                                                             la maternitat-sant ramon,                                                                                                                             barcelona capital",41.37601 ,2.1153347,"piso para estudiantes nacionales y internacionales, jovenes trabajadores, erasmus, becarios.--------------------------------contactame por whatsapp y te podré contestar mas rápido : +34+625+278+991--------------------------------******* referencia habitación : llob1 ******* >> habitación disponible para entrar el 01-feb-2024.- habitaciones en el piso : 4- baños en el piso : 1- equipamiento : lavadora, horno, microondas, nevera, cocina eléctrica- exterior habitación doble, armario, escritorio, silla de escritorio, cajonera- districto : collblanc (collblanc).- metro más cerca : collblanc (l5,l9 - sud,l10 - nord)- estación fgc más cerca:- calle : carrer llobregat, 61- alquiler mensual ( 1 persona(s)) : 540€ + 50€(je parle aussi français si tu le souhaites! i speak english as well if you wish!)¡ no dudes en pedir más informaciones o mandarme un whatsapp! ¡estaré encantada responderte! hasta pronto!",medium,True,False,False,exterior,4,65.0,1,False,False,False,True,False,False,False,True,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de balmes 328,575.0,"c/ balmes núm. 326,                                                                                                                             el putxet-el farró,                                                                                                                             barcelona capital",41.403053 ,2.144009,"habitación exterior, muy soleada, en zona tranquila y a la vez cercana a todos los servicios. edificio con servicio de portería y ascensor.",small,True,False,True,exterior,5,160.0,2,True,False,False,True,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de balmes 381,650.0,"c/ balmes núm. 381,                                                                                                                             el putxet-el farró,                                                                                                                             barcelona capital",41.4048769 ,2.1397841,"habitación grande en piso compartido de 4 habitaciones y 2 baños, piso reformado en 2020, wifi y servicio de limpieza incluido en el precio, la finca tiene servicio de portería y ascensor.",large,True,False,True,,4,120.0,2,True,False,False,True,False,False,False,True,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de francesc alegre 21,525.0,"c/ francesc alegre núm. 21,                                                                                                                             can baró,                                                                                                                             barcelona capital",41.416435 ,2.1658113,"habitación individual en piso compartidohabitación de uso individual en piso amueblado, muy luminoso y con vistas espectaculares sobre la ciudad de barcelona.esta habitación dispone de una cama individual, un armario, escritorio, silla, ropa de cama y toallas.la vivienda cuenta con 4 habitaciones, todas ellas exteriores. el inmueble dispone de un baño con ducha y cocina totalmente equipada (nevera, horno, vitrocerámica, campana extractora, lavadora, y utensilios de cocina) para compartir.el piso dispone de calefacción y aire acondicionado.las mensualidades incluyen los gastos de suministros de electricidad, gas, agua y wifi, hasta un máximo de 50 euros/mes por habitación.estancia mínima 6 meses.no se aceptan mascotas.se solicita un mes de fianza y los gastos de la agencia.posibilidad de empadronarse en la vivienda.piso acogedor y muy tranquilo. se encuentra muy bien comunicado con la parada de metro l4 alfons x, y autobuses.",medium,True,False,True,exterior,1,10.0,1,True,False,False,True,False,True,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
residencia estudiantes manresa,450.0,"c/ pirineu núm. 16,                                                                                                                              mion-puigberenguer,                                                                                                                             manresa",41.7367745 ,1.8197698,"alquiler de habitaciones nuevas con baño privado individual, situadas a solo 5 minutos a pie de la universidad de manresa (fub). todas las habitaciones son exteriores y muy soleadas. cada habitación esta totalmente equipada y amueblada, pensado para una cómoda y agradable convivencia en un entorno inmejorable.",large,True,True,True,exterior,5,140.0,5,False,False,False,True,True,True,True,True,False,False,new,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en avinguda de prat de la riba 1,375.0,"avda. prat de la riba núm. 1,                                                                                                                                                                      pallejà, barcelona",41.421535 ,1.9973322,"se alquila habitación doble en pallejá en  muy buena zona, amueblada, piso luminoso y con todos los servicios",large,True,False,False,exterior,4,100.0,1,False,False,False,True,True,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer de josep sangenís 7,500.0,"c/ josep sangenís núm. 7,                                                                                                                             la teixonera,                                                                                                                             barcelona capital",41.423725 ,2.1484017,"hola, alquilo habitación amueblada con cama doble. todo es nuevo en el piso. busco una persona tranquila,educada,limpia ,respetuosa. después de una jornada de trabajo cansada que llegas a un sitio tranquilo donde está tu habitación es todo un lujo! si buscas tranquilidad aquí es tu sitio. no se fuma ni se trae personas a dormir! si crees que es para ti déjame un mensaje para que concertar una cita. saludos a todos!",large,True,False,False,exterior,3,65.0,1,True,False,False,True,False,True,False,True,True,False,new,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en pleno centro de begues,380.0,"avda. torres vilaró núm. 7,                                                                                                                                                                      begues, barcelona",41.3304025 ,1.925173,"habitación doble en casa con jardín, en pleno centro de begues, zona peatonal tranquila y en total silencio por la noche, pero si quieres movimiento solo tienes que andar 100 metros. armarios empotrados, wifi, baño, cocina equipada con 2 neveras, cocina con horno de gas butano, microondas, lavadora y secadora, terraza con amplio tendedero, jardín con barbacoa y carpa de 20 mts. , calefacción central de gasoil. gastos aparte. se admiten parejas. no se admiten mascotas, ni menores de edad, no se puede fumar en el interior de la casa pero si en el jardin y terraza.",large,True,False,False,exterior,4,275.0,3,False,True,False,True,True,False,True,True,False,True,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer de josep sangenís 11,500.0,"c/ josep sangenís núm. 11,                                                                                                                             la teixonera,                                                                                                                             barcelona capital",41.423786 ,2.1484828,"busco una chica seria ,responsable,limpia y respetuosa.la habitación está amueblada y puedes usar todo de la cocina! aprecio mucho la educación de una persona. metro  l5 azul y bus  h2 y 19 al lado del edificio.gastos aparte y un mes de fianza.",large,True,False,False,exterior,2,65.0,1,True,False,False,True,True,True,False,True,True,False,new,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en el gornal,400.0,"c/ can tries núm. 18,                                                                                                                              el gornal,                                                                                                                             l'hospitalet de llobregat",41.359352 ,2.1186855,"alquilo habitación para chica en zona can tríes gornal cerca de la parada de metro, renfe y autobuses ideal para azafatas ya que tanto renfe o metro línea 9 van hasta el aeropuerto la casa es toda exterior reformada y vivimos mi hija y yo tiene 3 habitaciones  y es bastante amplia cualquier duda la resolveré encantada",medium,False,False,True,exterior,1,95.0,1,False,False,False,False,False,False,False,False,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en el barri gòtic,663.0,"el barri gòtic,                                                                                                                             barcelona capital",41.383786688 ,2.171362789,"apartamento de siete habitaciones privadas para estudiantes universitarios, máster, etc. con cuatro baños.",medium,False,False,True,exterior,1,16.0,4,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en alquiler en sant josep,450.0,"c/ enric prat de la riba núm. 116,                                                                                                                              sant josep,                                                                                                                             l'hospitalet de llobregat",41.36283 ,2.1096845,"se alquila habitación para una persona, responsable que trabaje o estudie y quiera vivir en un ambiente tranquilo. se incluyen gastos de agua, luz y gas.se aceptan visitas para ver la habitación.",medium,False,False,True,exterior,1,63.0,1,False,False,False,False,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
